segment,segment_local_departure_date,weekday,cabin_class,meal_time,meal_name,original_meal_count,original_passengers,original_percent,predicted_meal_count,predicted_total_passengers,predicted_percentage,protein_type
BKK JFK,2024-08-30,Friday,S,Lunch,"5C24 BKK SCL Thai Crab Curry, Mixed Cargo Rice",19,39,48.72,18.0,39.0,46.15,Seafood
BKK JFK,2024-08-30,nan,S,Refreshments,Montevibbiano Pizza - Margherita,79,79,100.0,,,,nan
BKK JFK,2024-08-31,Saturday,S,Dinner,5C24 BKK SCL Soya Chicken Rice,23,47,48.94,36.0,50.0,72.0,Chicken
BKK JFK,2024-08-31,Saturday,S,Dinner,"5C24 BKK SCL Pan Fried Seabass Provencal Sc, Fresh Broccolini carrot, Corn and Herb Pilaf",24,47,51.06,14.0,50.0,28.0,Seafood
BKK JFK,2024-08-31,Saturday,S,Lunch,"5C24 BKK SCL Thai Crab Curry, Mixed Cargo Rice",23,47,48.94,16.0,50.0,32.0,Seafood
BKK JFK,2024-08-31,Saturday,S,Lunch,"5C24 BKK SCL Beef Bourguignon, bacon, mushroom, carrot, haricot, potato gratin",24,47,51.06,34.0,50.0,68.0,Beef
BKK JFK,2024-08-31,nan,S,Refreshments,Montevibbiano Pizza - Margherita,82,82,100.0,,,,nan
BKK JFK,2024-09-01,Sunday,S,Dinner,5C24 BKK SCL Lamb Biryani,10,21,47.62,2.0,21.0,9.52,Lamb
BKK JFK,2024-09-01,Sunday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",11,21,52.38,19.0,21.0,90.48,Seafood
BKK JFK,2024-09-01,Sunday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",12,20,60.0,14.0,21.0,66.67,Beef
BKK JFK,2024-09-01,Sunday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,8,20,40.0,7.0,21.0,33.33,Seafood
BKK JFK,2024-09-01,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,73,73,100.0,,,,nan
BKK JFK,2024-09-02,Monday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",30,60,50.0,51.0,60.0,85.0,Seafood
BKK JFK,2024-09-02,Monday,S,Dinner,5C24 BKK SCL Lamb Biryani,30,60,50.0,9.0,60.0,15.0,Lamb
BKK JFK,2024-09-02,Monday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",36,60,60.0,38.0,60.0,63.33,Beef
BKK JFK,2024-09-02,Monday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,24,60,40.0,22.0,60.0,36.67,Seafood
BKK JFK,2024-09-02,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,90,90,100.0,,,,nan
BKK JFK,2024-09-03,Tuesday,S,Dinner,5C24 BKK SCL Lamb Biryani,24,48,50.0,4.0,45.0,8.89,Lamb
BKK JFK,2024-09-03,Tuesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",24,48,50.0,41.0,45.0,91.11,Seafood
BKK JFK,2024-09-03,Tuesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",26,42,61.9,28.0,45.0,62.22,Beef
BKK JFK,2024-09-03,Tuesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,16,42,38.1,17.0,45.0,37.78,Seafood
BKK JFK,2024-09-03,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,83,83,100.0,,,,nan
BKK JFK,2024-09-04,Wednesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",20,39,51.28,33.0,35.0,94.29,Seafood
BKK JFK,2024-09-04,Wednesday,S,Dinner,5C24 BKK SCL Lamb Biryani,19,39,48.72,2.0,35.0,5.71,Lamb
BKK JFK,2024-09-04,Wednesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",23,37,62.16,20.0,35.0,57.14,Beef
BKK JFK,2024-09-04,Wednesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,37,37.84,15.0,35.0,42.86,Seafood
BKK JFK,2024-09-04,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,70,70,100.0,,,,nan
BKK JFK,2024-09-05,Thursday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",23,46,50.0,37.0,41.0,90.24,Seafood
BKK JFK,2024-09-05,Thursday,S,Dinner,5C24 BKK SCL Lamb Biryani,23,46,50.0,4.0,41.0,9.76,Lamb
BKK JFK,2024-09-05,Thursday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",28,46,60.87,24.0,41.0,58.54,Beef
BKK JFK,2024-09-05,Thursday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,18,46,39.13,17.0,41.0,41.46,Seafood
BKK JFK,2024-09-05,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,80,80,100.0,,,,nan
BKK JFK,2024-09-06,Friday,S,Dinner,5C24 BKK SCL Lamb Biryani,17,35,48.57,4.0,36.0,11.11,Lamb
BKK JFK,2024-09-06,Friday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",18,35,51.43,32.0,36.0,88.89,Seafood
BKK JFK,2024-09-06,Friday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,13,34,38.24,13.0,36.0,36.11,Seafood
BKK JFK,2024-09-06,Friday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",21,34,61.76,23.0,36.0,63.89,Beef
BKK JFK,2024-09-06,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,86,86,100.0,,,,nan
BKK JFK,2024-09-07,Saturday,S,Dinner,5C24 BKK SCL Lamb Biryani,15,30,50.0,3.0,28.0,10.71,Lamb
BKK JFK,2024-09-07,Saturday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",15,30,50.0,25.0,28.0,89.29,Seafood
BKK JFK,2024-09-07,Saturday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,10,27,37.04,8.0,28.0,28.57,Seafood
BKK JFK,2024-09-07,Saturday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",17,27,62.96,20.0,28.0,71.43,Beef
BKK JFK,2024-09-07,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,77,77,100.0,,,,nan
BKK JFK,2024-09-08,Sunday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",18,36,50.0,30.0,34.0,88.24,Seafood
BKK JFK,2024-09-08,Sunday,S,Dinner,5C24 BKK SCL Lamb Biryani,18,36,50.0,4.0,34.0,11.76,Lamb
BKK JFK,2024-09-08,Sunday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,36,38.89,14.0,34.0,41.18,Seafood
BKK JFK,2024-09-08,Sunday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",22,36,61.11,20.0,34.0,58.82,Beef
BKK JFK,2024-09-08,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,77,77,100.0,,,,nan
BKK JFK,2024-09-09,Monday,S,Dinner,5C24 BKK SCL Lamb Biryani,17,35,48.57,3.0,32.0,9.38,Lamb
BKK JFK,2024-09-09,Monday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",18,35,51.43,29.0,32.0,90.62,Seafood
BKK JFK,2024-09-09,Monday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",21,35,60.0,21.0,32.0,65.62,Beef
BKK JFK,2024-09-09,Monday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,35,40.0,11.0,32.0,34.38,Seafood
BKK JFK,2024-09-09,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,70,70,100.0,,,,nan
BKK JFK,2024-09-10,Tuesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",27,54,50.0,44.0,51.0,86.27,Seafood
BKK JFK,2024-09-10,Tuesday,S,Dinner,5C24 BKK SCL Lamb Biryani,27,54,50.0,7.0,51.0,13.73,Lamb
BKK JFK,2024-09-10,Tuesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,21,54,38.89,21.0,51.0,41.18,Seafood
BKK JFK,2024-09-10,Tuesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",33,54,61.11,30.0,51.0,58.82,Beef
BKK JFK,2024-09-10,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,76,76,100.0,,,,nan
BKK JFK,2024-09-11,Wednesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",19,38,50.0,28.0,35.0,80.0,Seafood
BKK JFK,2024-09-11,Wednesday,S,Dinner,5C24 BKK SCL Lamb Biryani,19,38,50.0,7.0,35.0,20.0,Lamb
BKK JFK,2024-09-11,Wednesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,35,40.0,13.0,35.0,37.14,Seafood
BKK JFK,2024-09-11,Wednesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",21,35,60.0,22.0,35.0,62.86,Beef
BKK JFK,2024-09-11,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,67,67,100.0,,,,nan
BKK JFK,2024-09-12,Thursday,S,Dinner,5C24 BKK SCL Lamb Biryani,21,42,50.0,4.0,47.0,8.51,Lamb
BKK JFK,2024-09-12,Thursday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",21,42,50.0,43.0,47.0,91.49,Seafood
BKK JFK,2024-09-12,Thursday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,16,42,38.1,18.0,47.0,38.3,Seafood
BKK JFK,2024-09-12,Thursday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",26,42,61.9,29.0,47.0,61.7,Beef
BKK JFK,2024-09-12,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,68,68,100.0,,,,nan
BKK JFK,2024-09-13,Friday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",18,36,50.0,31.0,34.0,91.18,Seafood
BKK JFK,2024-09-13,Friday,S,Dinner,5C24 BKK SCL Lamb Biryani,18,36,50.0,3.0,34.0,8.82,Lamb
BKK JFK,2024-09-13,Friday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,36,38.89,13.0,34.0,38.24,Seafood
BKK JFK,2024-09-13,Friday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",22,36,61.11,21.0,34.0,61.76,Beef
BKK JFK,2024-09-13,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,75,75,100.0,,,,nan
BKK JFK,2024-09-14,Saturday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",19,38,50.0,30.0,34.0,88.24,Seafood
BKK JFK,2024-09-14,Saturday,S,Dinner,5C24 BKK SCL Lamb Biryani,19,38,50.0,4.0,34.0,11.76,Lamb
BKK JFK,2024-09-14,Saturday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,36,38.89,11.0,34.0,32.35,Seafood
BKK JFK,2024-09-14,Saturday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",22,36,61.11,23.0,34.0,67.65,Beef
BKK JFK,2024-09-14,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,76,76,100.0,,,,nan
BKK JFK,2024-09-15,Sunday,S,Dinner,5C24 BKK SCL Lamb Biryani,23,47,48.94,6.0,48.0,12.5,Lamb
BKK JFK,2024-09-15,Sunday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",24,47,51.06,42.0,48.0,87.5,Seafood
BKK JFK,2024-09-15,Sunday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",28,46,60.87,29.0,48.0,60.42,Beef
BKK JFK,2024-09-15,Sunday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,18,46,39.13,19.0,48.0,39.58,Seafood
BKK JFK,2024-09-15,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,79,79,100.0,,,,nan
BKK JFK,2024-09-16,Monday,S,Dinner,5C24 BKK SCL Lamb Biryani,24,49,48.98,8.0,48.0,16.67,Lamb
BKK JFK,2024-09-16,Monday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",25,49,51.02,40.0,48.0,83.33,Seafood
BKK JFK,2024-09-16,Monday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,19,48,39.58,18.0,48.0,37.5,Seafood
BKK JFK,2024-09-16,Monday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",29,48,60.42,30.0,48.0,62.5,Beef
BKK JFK,2024-09-16,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,77,77,100.0,,,,nan
BKK JFK,2024-09-17,Tuesday,S,Dinner,5C24 BKK SCL Lamb Biryani,19,39,48.72,4.0,36.0,11.11,Lamb
BKK JFK,2024-09-17,Tuesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",20,39,51.28,32.0,36.0,88.89,Seafood
BKK JFK,2024-09-17,Tuesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,16,40,40.0,12.0,36.0,33.33,Seafood
BKK JFK,2024-09-17,Tuesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",24,40,60.0,24.0,36.0,66.67,Beef
BKK JFK,2024-09-17,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,70,70,100.0,,,,nan
BKK JFK,2024-09-18,Wednesday,S,Dinner,5C24 BKK SCL Lamb Biryani,17,35,48.57,3.0,33.0,9.09,Lamb
BKK JFK,2024-09-18,Wednesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",18,35,51.43,30.0,33.0,90.91,Seafood
BKK JFK,2024-09-18,Wednesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",21,35,60.0,21.0,33.0,63.64,Beef
BKK JFK,2024-09-18,Wednesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,35,40.0,12.0,33.0,36.36,Seafood
BKK JFK,2024-09-18,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,73,73,100.0,,,,nan
BKK JFK,2024-09-19,Thursday,S,Dinner,5C24 BKK SCL Lamb Biryani,18,36,50.0,4.0,33.0,12.12,Lamb
BKK JFK,2024-09-19,Thursday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",18,36,50.0,29.0,33.0,87.88,Seafood
BKK JFK,2024-09-19,Thursday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",22,36,61.11,21.0,33.0,63.64,Beef
BKK JFK,2024-09-19,Thursday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,14,36,38.89,12.0,33.0,36.36,Seafood
BKK JFK,2024-09-19,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,72,72,100.0,,,,nan
BKK JFK,2024-09-20,Friday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",27,53,50.94,45.0,52.0,86.54,Seafood
BKK JFK,2024-09-20,Friday,S,Dinner,5C24 BKK SCL Lamb Biryani,26,53,49.06,7.0,52.0,13.46,Lamb
BKK JFK,2024-09-20,Friday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",32,52,61.54,32.0,52.0,61.54,Beef
BKK JFK,2024-09-20,Friday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,20,52,38.46,20.0,52.0,38.46,Seafood
BKK JFK,2024-09-20,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,80,80,100.0,,,,nan
BKK JFK,2024-09-21,Saturday,S,Dinner,5C24 BKK SCL Lamb Biryani,26,53,49.06,7.0,50.0,14.0,Lamb
BKK JFK,2024-09-21,Saturday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",27,53,50.94,43.0,50.0,86.0,Seafood
BKK JFK,2024-09-21,Saturday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,20,51,39.22,18.0,50.0,36.0,Seafood
BKK JFK,2024-09-21,Saturday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",31,51,60.78,32.0,50.0,64.0,Beef
BKK JFK,2024-09-21,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,85,85,100.0,,,,nan
BKK JFK,2024-09-22,Sunday,S,Dinner,5C24 BKK SCL Lamb Biryani,28,57,49.12,8.0,55.0,14.55,Lamb
BKK JFK,2024-09-22,Sunday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",29,57,50.88,47.0,55.0,85.45,Seafood
BKK JFK,2024-09-22,Sunday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",35,57,61.4,38.0,55.0,69.09,Beef
BKK JFK,2024-09-22,Sunday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,22,57,38.6,17.0,55.0,30.91,Seafood
BKK JFK,2024-09-22,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,82,82,100.0,,,,nan
BKK JFK,2024-09-23,Monday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",25,50,50.0,39.0,45.0,86.67,Seafood
BKK JFK,2024-09-23,Monday,S,Dinner,5C24 BKK SCL Lamb Biryani,25,50,50.0,6.0,45.0,13.33,Lamb
BKK JFK,2024-09-23,Monday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,19,49,38.78,15.0,45.0,33.33,Seafood
BKK JFK,2024-09-23,Monday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",30,49,61.22,30.0,45.0,66.67,Beef
BKK JFK,2024-09-23,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,82,82,100.0,,,,nan
BKK JFK,2024-09-24,Tuesday,S,Dinner,5C24 BKK SCL Lamb Biryani,26,52,50.0,6.0,48.0,12.5,Lamb
BKK JFK,2024-09-24,Tuesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",26,52,50.0,42.0,48.0,87.5,Seafood
BKK JFK,2024-09-24,Tuesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",32,53,60.38,28.0,48.0,58.33,Beef
BKK JFK,2024-09-24,Tuesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,21,53,39.62,20.0,48.0,41.67,Seafood
BKK JFK,2024-09-24,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,77,77,100.0,,,,nan
BKK JFK,2024-09-25,Wednesday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",15,30,50.0,28.0,32.0,87.5,Seafood
BKK JFK,2024-09-25,Wednesday,S,Dinner,5C24 BKK SCL Lamb Biryani,15,30,50.0,4.0,32.0,12.5,Lamb
BKK JFK,2024-09-25,Wednesday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,12,30,40.0,13.0,32.0,40.62,Seafood
BKK JFK,2024-09-25,Wednesday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",18,30,60.0,19.0,32.0,59.38,Beef
BKK JFK,2024-09-25,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,41,41,100.0,,,,nan
BKK JFK,2024-09-26,Thursday,S,Dinner,5C24 BKK SCL Lamb Biryani,10,20,50.0,2.0,19.0,10.53,Lamb
BKK JFK,2024-09-26,Thursday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",10,20,50.0,17.0,19.0,89.47,Seafood
BKK JFK,2024-09-26,Thursday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",12,20,60.0,11.0,19.0,57.89,Beef
BKK JFK,2024-09-26,Thursday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,8,20,40.0,8.0,19.0,42.11,Seafood
BKK JFK,2024-09-26,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,31,31,100.0,,,,nan
BKK JFK,2024-09-27,Friday,S,Dinner,5C24 BKK SCL Lamb Biryani,19,39,48.72,2.0,35.0,5.71,Lamb
BKK JFK,2024-09-27,Friday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",20,39,51.28,33.0,35.0,94.29,Seafood
BKK JFK,2024-09-27,Friday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,15,38,39.47,10.0,35.0,28.57,Seafood
BKK JFK,2024-09-27,Friday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",23,38,60.53,25.0,35.0,71.43,Beef
BKK JFK,2024-09-27,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,59,59,100.0,,,,nan
BKK JFK,2024-09-28,Saturday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",29,57,50.88,50.0,55.0,90.91,Seafood
BKK JFK,2024-09-28,Saturday,S,Dinner,5C24 BKK SCL Lamb Biryani,28,57,49.12,5.0,55.0,9.09,Lamb
BKK JFK,2024-09-28,Saturday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",34,56,60.71,36.0,55.0,65.45,Beef
BKK JFK,2024-09-28,Saturday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,22,56,39.29,19.0,55.0,34.55,Seafood
BKK JFK,2024-09-28,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,75,75,100.0,,,,nan
BKK JFK,2024-09-29,Sunday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",17,33,51.52,25.0,30.0,83.33,Seafood
BKK JFK,2024-09-29,Sunday,S,Dinner,5C24 BKK SCL Lamb Biryani,16,33,48.48,5.0,30.0,16.67,Lamb
BKK JFK,2024-09-29,Sunday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,12,32,37.5,13.0,30.0,43.33,Seafood
BKK JFK,2024-09-29,Sunday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",20,32,62.5,17.0,30.0,56.67,Beef
BKK JFK,2024-09-29,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,77,77,100.0,,,,nan
BKK JFK,2024-09-30,Monday,S,Dinner,5C24 BKK SCL Lamb Biryani,22,45,48.89,6.0,44.0,13.64,Lamb
BKK JFK,2024-09-30,Monday,S,Dinner,"5C24 BKK SCL Seafood Marinara, Potatoes, Veg",23,45,51.11,38.0,44.0,86.36,Seafood
BKK JFK,2024-09-30,Monday,S,Lunch,5C24 BKK SCL Steamed Barramundi with Bean Paste,18,45,40.0,14.0,44.0,31.82,Seafood
BKK JFK,2024-09-30,Monday,S,Lunch,"5C24 BKK SCL Braised Beef Ragout with Paprika, Broccolini, carrots, Steamed New Potatoes",27,45,60.0,30.0,44.0,68.18,Beef
BKK JFK,2024-09-30,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,80,80,100.0,,,,nan
BKK JFK,2024-10-01,Tuesday,S,Dinner,5C24 BKK SCL Black Bean Beef Hor Fun,25,50,50.0,17.0,49.0,34.69,Beef
BKK JFK,2024-10-01,Tuesday,S,Dinner,"5C24 BKK SCL Pan Roasted Chicken Thigh, Mushroom Ragout, Roasted Fingerling Potatoes, Ratatouille",25,50,50.0,32.0,49.0,65.31,Chicken
BKK JFK,2024-10-01,Tuesday,S,Lunch,"5C24 BKK SCL Braised Pork, Lentils, Lyonnaise Potato, Blacnhed Broccolini , roast carrots",25,49,51.02,19.0,49.0,38.78,Pork
BKK JFK,2024-10-01,Tuesday,S,Lunch,5C24 BKK SCL Thai Kway Teow Neua,24,49,48.98,30.0,49.0,61.22,Beef
BKK JFK,2024-10-01,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,73,73,100.0,,,,nan
BKK JFK,2024-10-02,Wednesday,S,Dinner,5C24 BKK SCL Black Bean Beef Hor Fun,25,51,49.02,18.0,50.0,36.0,Beef
BKK JFK,2024-10-02,Wednesday,S,Dinner,"5C24 BKK SCL Pan Roasted Chicken Thigh, Mushroom Ragout, Roasted Fingerling Potatoes, Ratatouille",26,51,50.98,32.0,50.0,64.0,Chicken
BKK JFK,2024-10-02,Wednesday,S,Lunch,"5C24 BKK SCL Braised Pork, Lentils, Lyonnaise Potato, Blacnhed Broccolini , roast carrots",26,51,50.98,18.0,50.0,36.0,Pork
BKK JFK,2024-10-02,Wednesday,S,Lunch,5C24 BKK SCL Thai Kway Teow Neua,25,51,49.02,32.0,50.0,64.0,Beef
BKK JFK,2024-10-02,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,64,64,100.0,,,,nan
BKK JFK,2024-10-03,Thursday,S,Dinner,"5C24 BKK SCL Pan Roasted Chicken Thigh, Mushroom Ragout, Roasted Fingerling Potatoes, Ratatouille",21,42,50.0,26.0,38.0,68.42,Chicken
BKK JFK,2024-10-03,Thursday,S,Dinner,5C24 BKK SCL Black Bean Beef Hor Fun,21,42,50.0,12.0,38.0,31.58,Beef
BKK JFK,2024-10-03,Thursday,S,Lunch,5C24 BKK SCL Thai Kway Teow Neua,19,39,48.72,25.0,38.0,65.79,Beef
BKK JFK,2024-10-03,Thursday,S,Lunch,"5C24 BKK SCL Braised Pork, Lentils, Lyonnaise Potato, Blacnhed Broccolini , roast carrots",20,39,51.28,13.0,38.0,34.21,Pork
BKK JFK,2024-10-03,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,73,73,100.0,,,,nan
BKK JFK,2024-10-04,Friday,S,Dinner,"5C24 BKK SCL Pan Roasted Chicken Thigh, Mushroom Ragout, Roasted Fingerling Potatoes, Ratatouille",18,35,51.43,19.0,28.0,67.86,Chicken
BKK JFK,2024-10-04,Friday,S,Dinner,5C24 BKK SCL Black Bean Beef Hor Fun,17,35,48.57,9.0,28.0,32.14,Beef
BKK JFK,2024-10-04,Friday,S,Lunch,"5C24 BKK SCL Braised Pork, Lentils, Lyonnaise Potato, Blacnhed Broccolini , roast carrots",17,34,50.0,8.0,28.0,28.57,Pork
BKK JFK,2024-10-04,Friday,S,Lunch,5C24 BKK SCL Thai Kway Teow Neua,17,34,50.0,20.0,28.0,71.43,Beef
BKK JFK,2024-10-04,nan,S,Refreshments,Montevibbiano Pizza - Four Cheese,76,76,100.0,,,,nan
BKK JFK,2024-10-05,Saturday,S,Dinner,"5C24 BKK SCL Pan Roasted Chicken Thigh, Mushroom Ragout, Roasted Fingerling Potatoes, Ratatouille",17,33,51.52,22.0,34.0,64.71,Chicken
