segment,segment_local_departure_date,weekday,cabin_class,meal_time,meal_name,original_meal_count,original_passengers,original_percent,predicted_meal_count,predicted_total_passengers,predicted_percentage,protein_type
SIN CDG,2025-06-10,Tuesday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",47,78,60.26,51,74,68.92,Chicken
SIN CDG,2025-06-11,Wednesday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,71,117,60.68,74,114,64.91,Chicken
SIN CDG,2025-06-11,Wednesday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,46,117,39.32,40,114,35.09,Seafood
SIN CDG,2025-06-11,Wednesday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",71,117,60.68,77,114,67.54,Chicken
SIN CDG,2025-06-11,Wednesday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",46,117,39.32,37,114,32.46,Seafood
SIN CDG,2025-06-12,Thursday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,80,133,60.15,85,125,68,Chicken
SIN CDG,2025-06-12,Thursday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,53,133,39.85,40,125,32,Seafood
SIN CDG,2025-06-12,Thursday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",80,133,60.15,85,125,68,Chicken
SIN CDG,2025-06-12,Thursday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",53,133,39.85,40,125,32,Seafood
SIN CDG,2025-06-13,Friday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,86,142,60.56,91,144,63.19,Chicken
SIN CDG,2025-06-13,Friday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,56,142,39.44,53,144,36.81,Seafood
SIN CDG,2025-06-13,Friday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",56,142,39.44,52,144,36.11,Seafood
SIN CDG,2025-06-13,Friday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",86,142,60.56,92,144,63.89,Chicken
SIN CDG,2025-06-14,Saturday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,98,162,60.49,107,162,66.05,Chicken
SIN CDG,2025-06-14,Saturday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,64,162,39.51,55,162,33.95,Seafood
SIN CDG,2025-06-14,Saturday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",98,162,60.49,108,162,66.67,Chicken
SIN CDG,2025-06-14,Saturday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",64,162,39.51,54,162,33.33,Seafood
SIN CDG,2025-06-15,Sunday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,89,148,60.14,98,145,67.59,Chicken
SIN CDG,2025-06-15,Sunday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,59,148,39.86,47,145,32.41,Seafood
SIN CDG,2025-06-15,Sunday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",58,147,39.46,45,145,31.03,Seafood
SIN CDG,2025-06-15,Sunday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",89,147,60.54,100,145,68.97,Chicken
SIN CDG,2025-06-16,Monday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,68,113,60.18,74,110,67.27,Chicken
SIN CDG,2025-06-16,Monday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,45,113,39.82,36,110,32.73,Seafood
SIN CDG,2025-06-16,Monday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",45,113,39.82,35,110,31.82,Seafood
SIN CDG,2025-06-16,Monday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",68,113,60.18,75,110,68.18,Chicken
