segment,segment_local_departure_date,weekday,cabin_class,meal_time,meal_name,original_meal_count,original_passengers,original_percent,predicted_meal_count,predicted_total_passengers,predicted_percentage,protein_type
BKK MAA,2025-05-13,Tuesday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",47,156,30.13,40,151,26.49,Seafood
BKK MAA,2025-05-13,Tuesday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",63,156,40.38,46,151,30.46,Vegetarian
BKK MAA,2025-05-13,Tuesday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",46,156,29.49,65,151,43.05,Chicken
BKK MAA,2025-05-14,Wednesday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",56,188,29.79,80,174,45.98,Chicken
BKK MAA,2025-05-14,Wednesday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",56,188,29.79,44,174,25.29,Seafood
BKK MAA,2025-05-14,Wednesday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",76,188,40.43,50,174,28.74,Vegetarian
BKK MAA,2025-05-15,Thursday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",84,209,40.19,60,203,29.56,Vegetarian
BKK MAA,2025-05-15,Thursday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",62,209,29.67,92,203,45.32,Chicken
BKK MAA,2025-05-15,Thursday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",63,209,30.14,51,203,25.12,Seafood
BKK MAA,2025-05-16,Friday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",79,197,40.1,57,192,29.69,Vegetarian
BKK MAA,2025-05-16,Friday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",59,197,29.95,50,192,26.04,Seafood
BKK MAA,2025-05-16,Friday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",59,197,29.95,85,192,44.27,Chicken
BKK MAA,2025-05-17,Saturday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",67,166,40.36,51,162,31.48,Vegetarian
BKK MAA,2025-05-17,Saturday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",50,166,30.12,40,162,24.69,Seafood
BKK MAA,2025-05-17,Saturday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",49,166,29.52,71,162,43.83,Chicken
BKK MAA,2025-05-18,Sunday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",67,224,29.91,54,218,24.77,Seafood
BKK MAA,2025-05-18,Sunday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",67,224,29.91,101,218,46.33,Chicken
BKK MAA,2025-05-18,Sunday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",90,224,40.18,63,218,28.9,Vegetarian
BKK MAA,2025-05-19,Monday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",66,163,40.49,43,153,28.1,Vegetarian
BKK MAA,2025-05-19,Monday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",49,163,30.06,37,153,24.18,Seafood
BKK MAA,2025-05-19,Monday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",48,163,29.45,73,153,47.71,Chicken
BKK MAA,2025-05-20,Tuesday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",57,193,29.53,81,183,44.26,Chicken
